,Gene Description,Gene Accession Number,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38
4482,RPL6 Ribosomal protein L6,X69391_at,12458,12421,12940,12727,14929,9771,11891,10824,12340,9504,14688,7974,10950,12895,11904,11959,11181,11477,12958,16574,12083,9600,10933,13622,6789,10419,13905,11830,10630,11470,12586,12990,9674,12407,10070,11287,11975,13053
4485,Rho GDP-dissociation Inhibitor 1,X69550_at,2804,4081,3691,3012,2529,3287,3167,3721,4861,4326,3998,1587,4811,2759,2305,3010,4208,1756,3050,4498,783,2805,2141,2939,1242,4003,3054,4187,2165,5910,4529,4593,5965,3756,2503,7084,3717,3808
4509,RNA-BINDING PROTEIN FUS/TLS,X71428_at,4631,4481,5366,3243,3397,4966,4424,4850,6076,5158,4461,1468,3098,4624,3478,3906,6434,1536,3023,8310,2429,3031,4770,4179,2749,2950,2808,5848,1549,4636,4521,4716,5302,3720,3246,5057,3825,3333
4523,CALT Caltractin (20kD calcium-binding protein),X72964_at,1283,569,1021,662,734,401,499,917,1247,711,555,1096,1067,680,704,737,1018,439,307,992,627,381,883,871,557,562,655,642,382,654,723,741,638,622,476,451,561,498
4526,RPL3 Ribosomal protein L3,X73460_at,16446,16711,15989,17335,20994,16798,19862,15408,19629,21450,18922,17680,16966,18184,19412,21088,19105,21570,19680,18075,13573,17342,20450,18841,18958,18364,16958,19478,18628,17824,18678,19534,17986,19288,16062,17964,18259,20486
4531,PPP1CC Protein phosphatase 1; catalytic subunit; gamma isoform,X74008_at,1317,869,1531,1016,1927,1162,651,796,2208,1392,1413,547,1469,1586,1908,1576,1910,1360,1190,2907,3824,1105,1400,1146,569,776,691,902,731,1452,882,906,440,610,533,1171,929,856
4533,SSR2 Signal sequence receptor; beta,X74104_at,1359,1694,1848,1287,2055,1043,1199,1469,3919,1634,3038,635,1525,1794,1805,1803,2632,1598,1346,3533,605,1018,1195,1962,1017,1288,859,1478,1477,2668,1640,1561,1457,1611,1247,1986,1341,1433
4544,CDC46 HOMOLOG,X74795_at,2792,2755,3185,1681,2557,4786,1681,1589,4263,3918,2464,1382,3242,2109,2868,2092,5971,1889,1528,2985,1068,1103,1924,2133,1378,2550,1411,3525,2112,1916,1980,1341,2474,1495,1575,2109,2975,2950
4563,GLUTAMINYL-TRNA SYNTHETASE,X76013_at,2124,1825,1354,2182,2861,1346,1823,1938,714,1623,2369,918,1664,2569,3025,2416,2409,1749,2044,5711,979,1297,1609,3009,1296,1945,1699,2039,1847,1994,1594,2255,1285,2281,1738,1841,2175,2461
4584,PAP mRNA,X76770_at,1553,839,1409,1417,706,976,1297,1563,1006,829,527,620,773,989,711,640,1522,441,790,1092,347,609,805,921,603,778,1153,1062,371,822,1263,1187,1574,1058,1002,748,718,820
4593,TXN Thioredoxin,X77584_at,1180,2216,3247,1335,2196,2021,1110,835,5312,3922,4614,1465,1810,2889,1678,1661,3862,1856,1461,1087,3640,455,2631,1431,1775,951,979,2378,2374,3782,2761,3367,3437,2619,1695,1697,2054,1428
4601,HnRNP-E2 mRNA,X78136_at,7558,7993,7274,8575,8059,7201,6864,6361,12228,9454,8724,4697,6708,5443,10561,6011,12432,7281,7879,13304,1945,7593,6360,9366,7250,5035,4404,9274,6923,11875,6925,8324,9091,7940,4159,9319,10467,14025
4623,Ribosomal protein L11,X79234_at,12625,11891,10234,9942,16848,9564,9997,10577,15442,15491,15716,12032,14192,14333,16602,16255,15734,15090,13222,16302,20182,12316,7711,14486,16804,15652,13004,15524,18642,15626,10826,13953,15340,15888,10298,13545,15968,17961
4641,MLN51 mRNA,X80199_at,1757,1607,2188,1721,1685,1424,1851,2338,2259,1450,1775,609,2306,2021,1612,1457,3060,1161,1268,3391,2136,1272,1719,2121,1102,1455,1577,1747,1038,1378,1387,1836,1628,1333,1399,1869,1343,3037
4642,MLN62 mRNA,X80200_at,1721,2254,3072,1753,1934,1399,1762,2526,2965,1829,5348,1281,1154,1428,1260,1376,1599,1468,1040,2937,659,3848,1510,1681,1757,1048,1667,2757,1090,1540,1754,2492,2072,1728,1308,1752,1128,2542
4651,60S RIBOSOMAL PROTEIN L18A,X80822_at,14002,14512,15724,14490,16640,23235,22243,17199,13825,18867,16328,21200,17001,13925,13074,16360,12973,16559,17228,11291,9673,18215,20490,15518,16702,15794,20633,14568,20051,12637,18742,15076,14946,15078,21889,17048,15104,16909
4653,Alpha NAC mRNA,X80909_at,8097,8988,6635,10165,10857,5848,7282,5258,11559,7473,9581,5791,5327,8921,11078,9890,14736,5892,8540,14814,19055,6531,6136,10136,8514,7887,4960,9170,9132,8165,6451,8294,7004,10027,7069,6029,8510,9354
4681,EMD Emerin (Emery-Dreifuss muscular dystrophy),X82434_at,1935,1451,996,1715,1323,1024,825,1124,1474,1555,932,1754,1671,1285,1036,1274,1491,406,1387,1572,449,1311,1233,1001,1513,968,1192,2276,1014,2583,1470,1790,2112,1161,454,1483,2312,2505
4682,MLN50 mRNA,X82456_at,3500,2698,2683,1616,2603,1474,1448,1547,4027,1704,2600,694,3586,4138,2458,4277,9747,2904,2080,5054,2494,1205,891,1898,663,3537,1178,1712,2001,2735,2357,2546,1007,1658,1050,2599,2051,2330
4694,ATP5O ATP synthase; H+ transporting; mitochondrial F1 complex; O subunit (oligomycin sensitivity conferring protein),X83218_at,1433,1536,2049,1603,2255,1388,984,766,3060,1367,2049,3263,1437,1798,2190,1543,1466,1010,1056,3561,3696,881,1377,2233,3065,1454,727,1393,1582,1823,1543,1284,897,1183,1009,1526,1367,1245
4722,Sm protein F,X85372_at,333,1183,2184,857,1785,1228,430,394,2284,1608,1683,436,864,1216,1797,1125,1102,775,773,2407,1645,447,1126,1215,694,794,478,719,861,854,612,488,711,421,298,760,658,479
4753,CTNNB1 Catenin (cadherin-associated protein); beta 1 (88kD),X87838_at,1724,1499,1216,1481,1270,572,1572,1260,1409,823,1794,379,1988,1326,1720,2085,2113,1373,2061,1489,2067,1450,929,1308,691,781,1899,2571,599,3796,1615,2022,3450,1181,916,2232,2940,1949
4789,TXNRD1 Thioredoxin reductase,X91247_at,924,1026,1508,1153,975,897,1186,1223,1356,814,1242,536,746,1494,1435,1039,3029,990,797,1978,898,744,908,1225,1104,736,1272,1003,784,803,1058,977,1353,1028,836,689,1480,1831
4791,SERYL-TRNA SYNTHETASE,X91257_at,1580,1045,1244,1596,1689,1242,1371,1428,2151,1405,1500,458,1148,1385,1455,1764,2025,1149,1563,2468,903,1076,1128,1476,1115,1608,1575,977,723,1207,630,905,702,1222,1072,935,807,1522
4839,CFL1 Cofilin 1 (non-muscle),X95404_at,12387,11446,15005,12183,11820,15237,10574,12246,16209,16436,12873,9263,10020,11905,12151,13423,17539,7676,8016,14251,6768,8018,9666,8173,8932,14745,12223,9380,9109,17298,12237,12703,11390,10798,8105,17320,13932,8841
4841,PSMB5 Proteasome (prosome; macropain) subunit; beta type; 5,X95586_at,1116,510,593,1229,1659,515,959,1007,899,475,716,469,899,869,1114,908,1284,1069,428,1534,588,417,433,1021,571,653,851,918,514,715,633,573,963,839,752,758,601,762
4852,FAN protein,X96586_at,513,510,696,594,791,350,552,554,836,385,391,106,895,696,541,573,2966,192,427,1327,477,351,307,833,185,302,348,471,187,481,401,711,916,724,454,569,378,402
4869,GB DEF = Ptg-1 protein,X97302_at,789,488,869,757,428,522,1240,1595,838,576,433,323,417,709,390,764,1162,611,526,706,367,538,902,587,631,550,1256,809,626,566,599,770,1183,828,901,694,1131,1756
4913,SMT3B protein,X99585_at,967,1031,1429,920,1299,1248,702,818,1509,1128,1320,671,1097,976,1360,806,1150,729,749,1656,399,340,860,1077,690,511,535,766,439,810,739,1119,548,556,452,506,695,481
4931,RPN2 Ribophorin II,Y00282_at,1475,2651,1763,1521,2417,1278,1418,1107,3934,1564,3370,1212,2435,2957,2844,1382,5098,1478,1740,3689,1110,508,934,1660,1364,2968,1106,2452,2390,4928,4560,3348,2223,3108,1642,3544,2768,1396
4935,GPX1 Glutathione peroxidase 1,Y00433_at,7546,9601,2918,9491,10367,2263,9863,5886,5919,3387,2128,7797,14517,3531,12831,9546,17799,5039,11235,12049,1387,1726,1877,9198,8572,8670,3060,11793,12352,15961,17124,13059,9895,10227,7848,15609,15261,12468
4941,ARH9 Aplysia ras-related homolog 9,Y00764_at,1637,2092,2887,1945,2622,1330,1268,1067,3518,2003,2418,1336,1706,2284,2829,1728,1805,1343,1599,1610,4898,1180,1639,2037,1571,1272,1480,2678,1778,3760,1463,2054,1559,2457,1644,2085,1978,1692
4974,CRM1 protein,Y08614_at,993,992,919,1134,1802,531,904,673,1469,785,414,270,1865,927,1853,2088,3349,693,1301,2938,1679,366,452,1368,692,885,654,334,287,546,449,417,412,554,430,839,195,1710
5057,EEF1A1 Translation elongation factor 1-alpha-1,Z12962_at,16258,14570,17008,16017,17258,24528,21840,18943,13129,18960,16974,21421,17200,14992,13949,16610,12987,19782,17360,11538,17004,19092,26573,17425,17105,16958,21808,14475,20653,13378,19275,16074,15952,15987,28689,17491,14642,16731
5060,COX7B Cytochrome c oxidase subunit VIIb,Z14244_at,1295,1692,1839,1483,1920,1114,712,404,1838,1108,1610,1542,1781,1421,1922,1161,1081,509,800,3727,2810,610,913,903,1188,704,780,1006,1951,2018,948,717,822,410,367,960,1569,1197
5074,EEF1D Eukaryotic translation elongation factor 1 delta (guanine nucleotide exchange protein),Z21507_at,1820,3141,2788,1301,2778,2178,278,526,5660,4566,2946,971,3559,1573,4952,3414,2643,1214,2424,6722,4116,1698,1603,3138,1040,3729,583,613,1682,1327,159,1490,518,1135,1262,1557,477,1553
5086,HNRPG Heterogeneous nuclear ribonucleoprotein G,Z23064_at,1732,1146,1690,1272,1742,928,951,1253,2205,894,1511,737,1271,1026,1491,1232,2815,782,1086,3206,743,1182,989,1450,945,918,913,1452,748,1020,771,790,1133,777,646,719,710,805
5095,Ribosomal protein S7,Z25749_rna1_at,8616,10125,8846,8786,12713,7612,7626,6358,13532,9079,13383,10268,6158,12465,13110,10457,9218,9526,9005,14819,16014,8223,7905,9995,6827,7655,6116,11611,13069,9860,8898,10191,7754,9149,6504,7334,9246,10642
5101,LTBP1 Latent transforming growth factor beta binding protein 1,Z26876_at,14113,15157,14563,13183,15733,17872,17560,16048,14907,14186,17036,18739,15392,15857,15872,14159,13383,15096,15526,14013,22822,15327,16703,17095,16234,13817,18660,14178,18673,16736,16168,16024,13424,16466,14980,15603,15026,16530
5113,Alpha-CP1 mRNA,Z29505_at,3115,2989,2689,2403,4232,2210,3268,1593,5012,2077,3358,497,3148,3907,3767,1967,7725,2404,2137,5859,3203,1156,2021,5404,1389,2622,1207,2864,1859,4294,1989,1888,3995,2852,2065,4298,3121,2689
5137,BAT1 mRNA for nuclear RNA helicase (DEAD family),Z37166_at,4181,4510,4481,4018,4227,3712,4046,3440,4399,3358,4641,1207,6268,4352,5176,4316,9659,1692,3290,6969,2197,3108,4158,4878,3078,3352,2154,3941,1784,4453,2452,2217,3037,6737,3784,6181,2846,5211
5139,Phenylalkylamine binding protein,Z37986_at,1633,1767,2257,1293,1353,1417,1391,1593,2853,1189,2201,1557,1643,1705,1396,1063,2714,1403,1108,1554,828,1065,1331,1339,1891,1440,1301,1588,927,1801,1136,1452,1686,1361,747,1740,1460,1826
5147,TCEB1L Transcription elongation factor B (SIII); polypeptide 1-like ,Z47087_at,512,626,843,464,648,414,626,604,1023,490,965,380,664,629,547,484,630,302,627,1261,411,388,469,629,608,321,572,958,511,525,684,786,1141,961,290,664,834,1194
5149,RNA polymerase II subunit,Z47727_at,627,880,1365,941,952,839,887,965,845,625,636,458,690,848,959,642,820,420,317,892,364,576,699,1121,667,274,481,764,402,678,733,754,797,426,473,946,790,990
5167,HISTONE H3.3,Z48950_at,8463,18588,11825,8847,9449,9106,9011,7850,9491,16254,6240,7218,9713,3590,8024,7524,15606,2345,5854,15573,13083,11354,9368,10048,15902,4344,7989,15876,7688,13884,10842,11572,13841,19485,5008,14407,13157,22822
5198,GB DEF = Mitochondrial 16S rRNA gene (partial),Z70759_at,16514,15019,18034,17725,18478,23815,23369,22753,15348,20012,16253,22497,16115,16465,17202,17756,13658,17086,16390,12565,16516,20888,29191,19097,16714,15861,22113,15944,19003,14035,19949,18099,17099,18911,35612,18167,17086,15612
5236,RPLP2 Hemoglobin; beta,AB002533_at,10933,14011,11217,13028,15706,17956,14685,12649,14759,12743,14355,15757,12570,12852,17153,13025,14114,11156,12315,17591,14678,13942,18829,15029,7906,16111,13946,13237,17574,13531,11078,11443,14506,11377,18796,12401,12800,12673
5242,2';3'-cyclic-nucleotide 3'-phosphodiesterase gene extracted from Human 2';3'-cyclic-nucleotide 3'-phosphodiesterase gene,D13146_cds1_at,2343,2230,2564,2182,1859,1102,1478,2908,3627,1504,1636,1024,2578,2247,2034,2053,5077,1992,1753,3592,1835,1636,2334,2304,1969,2346,1552,2367,1426,2138,1731,2310,3236,2693,1772,1934,2647,3592
5253,MCM3 Minichromosome maintenance deficient (S. cerevisiae) 3,D38073_at,994,539,1441,680,950,1258,509,331,1974,664,884,314,1991,1062,1030,675,1731,762,800,1158,1185,141,767,1145,521,700,456,832,294,148,309,259,256,238,382,245,267,342
5300,FNTA Farnesyltransferase; CAAX box; alpha,L10413_at,1922,917,859,1691,2150,645,1599,746,1958,410,787,229,2080,2035,2127,1278,3520,635,764,3718,2347,591,381,2198,660,937,790,452,494,937,472,777,710,768,507,692,405,480
5301,MITOCHONDRIAL STRESS-70 PROTEIN PRECURSOR,L11066_at,1208,1584,1349,741,2024,711,1238,853,2812,1795,3021,514,1962,2195,1702,1960,2825,916,3134,4246,1861,906,955,1396,1183,1456,1638,3663,1570,1779,1004,589,2408,1336,1055,1705,1147,1787
5306,AF-4 mRNA,L13773_at,639,501,379,770,488,312,843,881,728,259,584,97,914,179,572,599,1572,111,503,1823,602,251,480,1384,207,428,286,637,211,431,136,1122,538,309,343,409,517,584
5307,GDP-dissociation inhibitor protein (Ly-GDI) mRNA,L20688_at,14552,18931,21497,15979,16141,22097,16599,18077,16795,19497,15282,13914,16150,18813,16449,18315,22334,10127,13491,18329,10248,12201,15917,17069,15835,17792,12030,12096,8177,17437,17044,18788,12311,14719,9765,20839,8142,3911
5319,Transcription factor ZFM1 isoform B3 mRNA; complete  cds,L49380_at,2763,2199,3309,2551,2330,3462,3160,4340,4319,1783,3470,2254,2715,2398,3025,2417,5128,1148,1641,5001,924,3978,2534,2798,2971,2618,1760,3274,1708,1982,2961,3534,2978,4100,2601,3767,2553,3557
5331,HnRNP C2 protein mRNA,M16342_at,1430,2014,1805,1370,2205,1241,1130,1118,2771,2541,2079,959,1928,1560,1756,1735,2946,813,1197,3268,1961,810,1299,2894,1120,988,639,1736,1088,3011,1188,1271,1729,1157,985,1659,1715,1330
5360,SET PROTEIN,M93651_at,2392,4588,2846,1803,2485,1747,1970,2049,3987,1965,3336,1102,1721,3444,3171,2230,4394,828,1486,4796,1514,924,1723,2103,1731,1072,1649,1894,1586,1853,2133,2466,1374,1164,1195,1230,1134,1096
5361,Zinc finger protein (MAZ) mRNA,M94046_at,4353,5115,5658,5041,4263,5583,5933,5929,9391,5610,7164,1503,4864,5508,5491,5279,8681,1666,4605,7264,2844,2973,4147,6395,1983,4378,3556,3146,3782,4359,4710,5250,3379,4847,4075,6042,4065,5106
5444,GNB1 Guanine nucleotide binding protein (G protein); beta polypeptide 1,X04526_at,2762,2064,2767,1909,2649,1900,2169,3365,5018,2101,3320,1159,2820,2190,2863,3034,3399,966,2096,4457,3219,2323,1519,3467,1087,2055,1433,1697,1668,2278,1896,3046,2392,1514,1062,2266,2066,1018
5449,Hnrnp a1 protein gene extracted from Human gene for heterogeneous nuclear ribonucleoprotein (hnRNP) core protein A1,X12671_rna1_at,3354,5648,5144,3901,6790,4500,3110,4607,9451,5971,9401,3735,5823,5639,7977,6167,11671,4316,5103,17788,18364,5902,5659,6107,7104,7323,6072,10213,7804,5970,3260,3718,5136,5140,4032,4819,5419,7479
5471,HETEROGENOUS NUCLEAR RIBONUCLEOPROTEIN U,X65488_at,1245,1820,1452,1058,2007,962,927,956,1881,1443,1849,329,1911,1704,2092,1414,2164,622,1524,3165,798,630,1590,1991,904,1291,694,1965,668,1125,1102,1730,599,1118,615,1506,618,723
5474,DBT Dihydrolipoamide branched chain transacylase (E2 component of branched chain keto acid dehydrogenase complex),X66785_at,1854,1435,1949,2289,906,1646,1552,1316,1320,1532,962,1076,1174,2153,1015,1246,1506,573,1200,1960,1885,980,1430,1724,1307,1551,1688,1084,672,1512,1325,2228,1437,1483,976,1578,1410,1353
5477,HNRPK Heterogeneous nuclear ribonucleoprotein K,X72727_at,2182,2724,2676,1336,2417,1191,1313,2214,2719,1250,4192,659,2611,2173,2586,2468,4246,850,1853,5957,4639,2058,1567,3378,1465,2287,1034,2506,2133,2505,1033,1744,2057,2537,1728,1969,1670,2265
5500,TOP2B Topoisomerase (DNA) II beta (180kD),Z15115_at,8444,1920,3118,4261,3425,1790,3810,6153,3303,1329,2525,1277,6216,3382,5831,5617,3714,1616,4692,11241,9114,2572,1601,6110,2242,3074,5374,1238,967,1365,1568,1843,936,2271,1082,2007,802,939
5506,KIAA0220 gene; partial cds,D86974_at,21011,25240,14950,31449,12606,24722,30267,34136,13273,6933,14048,9098,16617,23337,30256,27268,28952,13297,33143,27358,7570,11829,29611,27983,13679,12146,24899,14161,9486,15288,13854,22266,11386,28698,25366,12956,23363,9820
5516,DENN mRNA,AB002356_s_at,1813,1033,1900,1502,1467,1171,1759,2112,1969,862,932,728,1442,1369,1230,1561,2896,1289,1565,1739,773,903,1134,1646,914,1288,1686,2084,1329,1436,1004,2167,2801,2023,1625,2141,984,1820
5522,A-589H1.2 from  Homo sapiens Chromosome 16 BAC clone CIT987-SKA-589H1  ~complete genomic sequence; complete sequence./ntype=DNA /annot=mRNA,AC002045_xpt2_s_at,2538,3684,2309,3237,2541,2519,2977,3141,2342,1093,3164,1069,2277,3351,3629,1755,5179,825,1638,4648,1148,1081,2220,3714,2150,1014,1586,2050,741,2569,1158,3591,1926,4372,2921,2198,1860,1441
5561,Tumor-associated 120 kDa nuclear protein p120; partial cds(carboxyl terminus),D13413_rna1_s_at,17139,21863,18189,18894,15341,16876,15252,17138,21607,16595,12754,19110,11793,20085,21445,20273,21779,21753,16458,16418,31453,20524,21233,16553,21381,20981,22469,21599,24526,19501,10623,18228,16657,20590,17171,17536,22013,22575
5577,PROBABLE PROTEIN DISULFIDE ISOMERASE ER-60 PRECURSOR,Z49835_s_at,922,1230,838,710,1436,585,576,433,1686,852,1441,791,985,419,1125,448,2249,258,541,1430,197,1132,488,1169,739,190,325,885,1086,3374,1614,1074,1104,1045,757,2298,1848,1292
5578,Transformation-Related Protein,HG4541-HT4946_s_at,2215,2320,3009,2013,1963,2094,2144,3566,3927,2200,2588,1056,2085,2105,2211,2263,5671,1395,1448,4020,1515,1740,2306,1972,1784,1793,1858,2600,2883,3450,2813,3458,3838,2222,1986,4092,4557,2892
5620,Transcription Factor Iiia,HG4312-HT4582_s_at,3049,11476,5420,2558,2733,2272,1834,3362,4463,2413,2744,2134,2505,3341,2533,3926,11694,989,2346,4730,3170,1212,3758,2914,3814,2860,2559,2880,1268,2779,3056,2221,2210,2492,2664,2450,1349,3143
5641,CALM1 Calmodulin 1 (phosphorylase kinase; delta),M19311_s_at,6616,6774,9452,5419,6729,6165,4961,6009,7828,3450,3843,2302,8616,5725,10439,8612,15177,3332,4264,14660,3208,1749,3932,7170,2641,2846,2990,4183,5330,3835,2315,3701,2829,1922,2459,3742,2807,3025
5647,GB DEF = HLA-B null allele mRNA,D49824_s_at,31086,29288,14835,25421,29543,8097,21002,40065,16292,10073,9073,25346,30797,28519,23338,14990,27238,32645,31031,19084,2006,39558,4082,21307,32785,31614,16507,29833,23862,25055,19277,21177,32946,18125,15057,37164,32204,28295
5661,TIAL1 TIA1 cytotoxic granule-associated RNA-binding protein-like 1,M96954_s_at,606,591,817,548,576,485,457,347,834,588,761,159,698,704,1067,510,668,412,331,936,1050,417,672,746,388,425,599,386,554,758,449,690,602,830,565,495,615,981
5664,Ras homologue enriched in brain (RHEB) gene; Ras-related GTP binding protein gene,D78132_s_at,518,952,627,445,828,318,265,379,759,901,1033,231,609,721,931,488,1041,237,445,967,1069,385,647,963,344,203,309,763,502,1090,423,677,821,614,312,1269,498,687
5665,YWHAH Tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein; eta polypeptide,D78577_s_at,4256,2627,2039,1533,2481,1122,1643,1527,3476,4389,3530,2359,3568,3811,2446,2089,4052,1178,1679,3101,3568,945,1143,2014,1439,1765,1013,1944,1337,2470,1107,2607,2566,1023,747,2253,1192,1279
5683,KIAA0203 gene,Z35085_s_at,644,647,702,395,466,293,415,680,571,356,1012,229,649,534,513,488,1365,252,251,1281,422,435,330,590,206,382,381,364,390,900,201,493,1048,698,240,663,576,775
5707,Small Nuclear Ribonucleoprotein; Polypeptide C; Alt. Splice 2,HG1322-HT5143_s_at,4557,5356,5517,3559,5988,3561,3342,2955,8528,4885,4495,1990,4926,3479,5677,4997,9632,2597,2617,8403,4092,1715,4128,5026,3488,3073,1785,4598,1718,5085,2503,2571,4030,2800,2058,4306,3047,2803
5715,RPS3 Ribosomal protein S3,X57351_s_at,16489,22665,7562,10996,12769,4834,16433,18892,7918,2779,2638,16858,14353,23424,16638,9782,25301,1182,17322,20702,26510,4249,3816,19806,22580,17114,13044,18379,3690,10463,12016,20609,24906,5545,11270,14398,4954,4674
5727,LAMR1 Laminin receptor (2H5 epitope),M14199_s_at,16528,18688,14612,17782,18496,18939,12445,13249,19581,15785,19115,17419,13180,18291,19487,19595,16611,19532,15981,16694,12727,15065,20093,13937,20213,20252,16208,17607,21515,12372,11862,17186,15192,13790,13492,12751,16399,16691
5728,37 kD laminin receptor precursor/p40 ribosome associated protein gene,U43901_rna1_s_at,18573,18421,18617,17692,17491,19492,13949,19213,20296,17462,19190,18062,14291,17593,18787,19533,20529,19508,14311,18881,1161,18084,21081,16642,19590,19619,19848,20581,18504,16425,13732,18539,18824,16408,13388,17950,16806,18352
5795,SNRP70 U1 snRNP 70K protein,X04654_s_at,3726,2769,3639,2459,3489,3003,3326,4031,4597,2719,3495,1030,3284,2649,4147,5657,7049,1917,3134,7186,1504,1336,3381,3766,2340,3158,1766,2578,1072,1687,2366,3036,2597,3364,2469,3332,1698,3018
5796,Myosin; Light Chain; Alkali; Smooth Muscle (Gb:U02629); Non-Muscle; Alt. Splice 2,HG2815-HT2931_at,10557,11742,14175,4773,8029,8869,4108,7136,14994,7934,9148,6596,8542,8075,8443,12224,8991,4415,4929,15461,13192,6321,6471,8577,6287,11428,2938,5490,7263,7436,6928,7506,4654,5404,5552,12088,9059,8115
5798,Myosin; Light Chain; Alkali; Smooth Muscle (Gb:U02629); Smooth Muscle; Alt. Splice 4,HG2815-HT4023_s_at,13706,14719,16661,7177,9445,9305,6699,10507,17678,11779,10500,7458,11793,10129,10758,16011,17077,5343,7500,17611,17420,6780,6716,9241,8927,14332,5553,8913,8936,13885,8815,10756,8805,8942,7966,16133,10818,10660
5820,Heterogeneous Nuclear Ribonucleoprotein K; Alt. Splice 1,HG3076-HT3238_s_at,4094,4069,5096,2621,4087,2429,1863,4252,4844,1853,5780,1244,2966,2751,3530,3217,5768,1351,2366,7286,5034,2641,3022,4645,2319,2155,1786,4276,2165,4043,2137,3937,3463,3523,1875,4523,2909,3405
5822,PR264 gene,X75755_rna1_s_at,588,840,627,439,925,280,446,655,1082,242,593,215,731,628,585,546,1019,266,410,1796,349,264,355,1273,539,459,259,471,238,353,333,505,322,510,290,471,265,372
5829,Unknown protein gene extracted from Human ribosomal protein S24 mRNA,M31520_rna1_s_at,8818,9644,8105,9380,8300,6280,4333,5877,9248,6389,9298,5471,5870,9578,10147,8812,12257,6202,7904,15044,16056,7361,6778,10600,8225,9812,5905,9136,8638,6609,5366,9068,7747,9590,6826,5460,7605,7392
5922,ACTB Actin; beta,M10277_s_at,15216,15643,17059,14893,16597,25351,13087,16829,15246,17924,16311,14516,18132,16023,16741,16820,15370,19146,14653,13827,19267,9304,17534,15702,14125,18114,19996,13913,10279,15421,17000,15893,14392,15725,15192,19287,15005,10312
5925,BETA-2-MICROGLOBULIN PRECURSOR,J00105_s_at,21909,21319,19963,18519,13909,12278,15021,24018,19279,11614,11254,16809,20133,19916,21147,15165,24360,18365,15715,22998,10654,21464,8604,16743,21907,14998,10284,18352,17714,21020,12165,18075,20089,16089,16293,21546,20096,12008
5934,Metallothionein isoform 2,V00594_s_at,1024,5031,2012,2168,2877,2766,2034,1811,4944,6687,2968,8918,995,3836,1840,2850,3843,9087,7168,3133,1240,1018,2110,1815,10336,1865,1883,5559,2569,13588,1636,1880,6191,6366,3703,10634,31781,2494
5937,mRNA fragment encoding beta-tubulin. (from clone D-beta-1),V00599_s_at,16077,7162,21278,11421,10273,21046,8265,11357,21674,22146,19740,5867,17328,7624,14960,6918,19836,15159,6595,13380,5543,7606,18187,10398,7612,6395,6681,15986,10418,7901,11414,8140,11200,4265,4991,17522,13055,10355
5938,Non-histone chromosomal protein HMG-14 mRNA,J02621_s_at,2006,4549,3200,1963,2833,2432,2767,1595,5347,2820,3084,3516,4773,2403,3258,2875,7018,1881,1428,3795,6211,1561,2057,2815,8423,1838,2013,1912,1966,2622,2103,3090,2655,1798,1789,2800,2037,2564
5939,ANT2 Adenine nucleotide translocator 2 (fibroblast),J02683_s_at,5765,4837,5782,3133,3919,4914,3143,2170,9462,6766,5640,4134,5435,3947,5562,3893,4434,3249,2827,7826,4771,2805,4158,3568,2880,2184,2251,5550,3913,3871,2987,2776,3599,799,2084,5856,3421,2463
5994,SmB protein gene extracted from Human gene for small nuclear ribonucleoproteins SmB and SmB',X52979_rna1_s_at,1962,1932,3528,1218,2349,2407,971,887,4668,2775,3488,819,2433,2281,2683,1327,2978,1423,1105,4033,694,901,2296,1976,1601,1528,988,2426,2550,1542,1212,1626,2305,1190,1180,2356,1865,1728
5996,EEF1A1 Translation elongation factor 1-alpha-1,J04617_s_at,14391,12824,17278,15147,14101,26900,25197,21687,12006,18387,14650,21135,16203,13734,12889,15277,13409,17722,18828,9490,20459,19605,29594,15189,16096,16603,23575,12912,20789,12535,20128,15004,15664,15590,26633,17685,14577,16836
6025,RPS21 Ribosomal protein S21,L04483_s_at,20649,19962,22202,20642,21232,26448,22112,23194,19294,21146,22024,23781,19472,20239,17990,22371,21115,20452,22088,14410,25785,21311,28357,21394,22954,20441,23124,20607,25319,18208,22697,21604,22130,21022,25664,21806,20561,23794
6123,DDB1 Damage-specific DNA binding protein 1 (127 kD),U32986_s_at,1389,586,1406,1271,961,1417,1162,1500,2574,886,1822,204,1516,1336,1539,1315,3088,818,1004,2884,441,806,1278,1506,753,1095,929,1136,849,317,623,1133,1011,965,1175,1149,1293,1482
6160,EEF1G Translation elongation factor 1 gamma,X05855_s_at,2583,2590,3008,1991,2527,1541,1465,2812,2953,948,3158,931,2014,2853,2826,2787,6403,643,1284,7729,2158,1170,1388,3235,1241,1198,1472,2062,1573,1455,1045,2236,1462,1667,1094,1835,1139,1220
6178,ENO1 Enolase 1; (alpha),M14328_s_at,2700,6638,6981,6276,9739,5263,4456,3323,12128,9205,7933,6038,7080,7850,10803,7186,13412,14766,7182,10188,2394,1082,4785,8574,3911,9240,5017,14128,7116,13913,10970,17211,12688,11454,4898,16239,7714,2974
